Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,49.26,49.97,49.1,49.83,49.83,520070
2016-10-05,49.65,50.63,49.33,50.44,50.44,547915
2016-10-06,50.59,50.74,49.4,49.81,49.81,618809
2016-10-10,51.1,51.54,50.39,50.79,50.79,765608
2016-10-11,50.84,51.17,49.89,50.18,50.18,533884
2016-10-12,50,50.59,49.36,50.44,50.44,740676
2016-10-13,50.58,51.14,49.9,50.35,50.35,519431
2016-10-16,50.23,50.58,49.47,49.94,49.94,418723
2016-10-17,50.04,50.78,49.76,50.29,50.29,192803
2016-10-18,50.77,51.93,50.69,51.6,51.6,132427
2016-10-19,51.4,51.58,50.25,50.43,50.43,548947
2016-10-20,50.66,51.02,50.21,50.85,50.85,551300
2016-10-23,50.85,50.98,49.62,50.52,50.52,623398
2016-10-24,50.49,50.93,49.27,49.96,49.96,553778
2016-10-25,49.31,50.1,48.87,49.18,49.18,679320
2016-10-26,49.22,50.06,49,49.72,49.72,543173
2016-10-27,49.61,49.81,48.42,48.7,48.7,550081
2016-10-30,48.25,48.74,46.63,46.86,46.86,649237
2016-10-31,46.77,47.35,46.2,46.67,46.67,834989
2016-11-01,46.32,46.47,44.96,45.34,45.34,674322
2016-11-02,45.48,45.9,44.37,44.66,44.66,540439
2016-11-03,44.63,44.87,43.57,44.07,44.07,736685
2016-11-07,44.45,45.01,44.11,44.89,44.89,605733
2016-11-08,44.97,45.39,44.41,44.98,44.98,669639
2016-11-09,44.82,45.95,43.07,45.27,45.27,946512
2016-11-10,45.31,45.64,44.25,44.66,44.66,686338
2016-11-14,43.2,43.81,42.2,43.32,43.32,704766
2016-11-15,43.76,46.09,43.55,45.81,45.81,706177
2016-11-16,45.77,46.41,45.03,45.57,45.57,658169
2016-11-17,45.37,46.58,44.88,45.42,45.42,284874
2016-11-18,44.93,45.77,44.55,45.69,45.69,155651
2016-11-21,45.83,47.8,45.77,47.49,47.49,665326
2016-11-22,48.37,49.2,47.17,48.03,48.03,826208
2016-11-23,47.94,48.43,47.4,47.96,47.96,556861
2016-11-25,47.97,48.26,45.88,46.06,46.06,465977
2016-11-28,45.43,47.65,45.14,47.08,47.08,734381
2016-11-29,46.88,46.98,44.82,45.23,45.23,732818
2016-11-30,45.24,49.9,45.22,49.44,49.44,1311000
2016-12-01,49.07,51.8,48.98,51.06,51.06,974805
2016-12-02,51.01,51.73,50.18,51.68,51.68,667099
2016-12-05,51.46,52.42,50.93,51.79,51.79,600782
2016-12-06,50.97,51.6,50.28,50.93,50.93,642746
2016-12-07,50.93,51.2,49.72,49.77,49.77,816879
2016-12-08,49.88,50.98,49.61,50.84,50.84,780062
2016-12-09,50.92,51.66,50.86,51.5,51.5,652040
2016-12-12,52.58,54.51,52.18,52.83,52.83,847025
2016-12-13,52.51,53.41,52.35,52.98,52.98,638396
2016-12-14,52.45,52.78,50.67,51.04,51.04,677957
2016-12-15,50.79,51.48,49.95,50.9,50.9,551759
2016-12-16,51.1,52.08,50.5,51.9,51.9,252567
2016-12-19,52.15,52.52,51.51,52.12,52.12,129990
2016-12-20,52.11,52.7,51.85,52.23,52.23,416592
2016-12-21,53.56,53.79,52.32,52.49,52.49,471993
2016-12-22,52.52,53.19,52.08,52.95,52.95,393487
2016-12-23,52.68,53.28,52.26,53.02,53.02,285166
2016-12-27,53.29,54.1,53.03,53.9,53.9,277306
2016-12-28,53.93,54.37,53.56,54.06,54.06,322535
