Date,Open,High,Low,Close,Adj Close,Volume
2016-12-29,53.66,54.21,53.46,53.77,53.77,360194
2016-12-30,53.87,54.09,53.41,53.72,53.72,271094
2017-01-03,54.2,55.24,52.11,52.33,52.33,727793
2017-01-04,52.49,53.43,52.15,53.26,53.26,512641
2017-01-05,53.39,54.12,52.79,53.76,53.76,517362
2017-01-06,53.73,54.32,53.32,53.99,53.99,528333
2017-01-09,53.75,53.83,51.76,51.96,51.96,564893
2017-01-10,51.83,52.37,50.71,50.82,50.82,632573
2017-01-11,50.81,52.78,50.75,52.25,52.25,815846
2017-01-12,52.37,53.5,52.12,53.01,53.01,660703
2017-01-13,53.05,53.17,52.27,52.37,52.37,477986
2017-01-17,52.55,53.52,52.12,52.48,52.48,606023
2017-01-18,52.52,52.79,50.91,51.08,51.08,236238
2017-01-19,51.39,51.87,51.02,51.37,51.37,122593
2017-01-20,51.45,52.9,51.39,52.42,52.42,567231
2017-01-23,53.33,53.47,52.21,52.75,52.75,455333
2017-01-24,52.86,53.56,52.67,53.18,53.18,520285
2017-01-25,52.95,53.47,52.56,52.75,52.75,589709
2017-01-26,52.96,54.06,52.79,53.78,53.78,578065
2017-01-27,53.74,54.08,52.58,53.17,53.17,495556
2017-01-30,53.15,53.46,52.41,52.63,52.63,486309
2017-01-31,52.6,53.56,52.24,52.81,52.81,586676
2017-02-01,52.76,53.91,52.64,53.88,53.88,577243
2017-02-02,53.57,54.34,53.35,53.54,53.54,492553
2017-02-03,53.68,54.22,53.4,53.83,53.83,462616
2017-02-06,53.81,54.13,52.91,53.01,53.01,425085
2017-02-07,53.14,53.24,51.63,52.17,52.17,624057
2017-02-08,51.64,52.67,51.22,52.34,52.34,767379
2017-02-09,52.37,53.21,52.37,53,53,610196
2017-02-10,53.15,54.13,52.9,53.86,53.86,596449
2017-02-13,53.8,53.95,52.77,52.93,52.93,586034
2017-02-14,52.91,53.72,52.86,53.2,53.2,493022
2017-02-15,53,53.51,52.73,53.11,53.11,463638
2017-02-16,53.01,53.59,52.68,53.36,53.36,343363
2017-02-17,53.47,53.52,52.88,53.4,53.4,195352
2017-02-21,53.48,54.68,53.35,54.06,54.06,665310
2017-02-22,54.26,54.6,53.35,53.59,53.59,499480
2017-02-23,53.91,54.94,53.87,54.45,54.45,529880
2017-02-24,54.33,54.51,53.76,53.99,53.99,395258
2017-02-27,54.02,54.61,53.94,54.05,54.05,394380
2017-02-28,54.04,54.23,53.18,54.01,54.01,593909
2017-03-01,53.95,54.44,53.63,53.83,53.83,491289
2017-03-02,53.69,53.8,52.54,52.61,52.61,638390
2017-03-03,52.58,53.39,52.55,53.33,53.33,436360
2017-03-06,53.19,53.56,52.76,53.2,53.2,503692
2017-03-07,53.17,53.8,52.71,53.14,53.14,494677
2017-03-08,52.79,52.92,50.05,50.28,50.28,963392
2017-03-09,50.22,50.84,48.59,49.28,49.28,1073506
2017-03-10,49.61,50.11,48.31,48.49,48.49,796960
2017-03-12,48.45,48.68,47.9,48.4,48.4,601362
2017-03-13,48.45,48.79,47.09,47.72,47.72,857711
2017-03-14,48.76,49.04,48.16,48.86,48.86,655788
2017-03-15,49.01,49.62,48.45,48.75,48.75,516853
2017-03-16,48.79,49.2,48.6,48.78,48.78,172340
2017-03-19,48.7,48.74,47.84,48.22,48.22,142258
2017-03-20,47.93,48.73,47.23,47.34,47.34,628119
2017-03-21,48.16,48.32,47.01,48.04,48.04,680849
2017-03-22,48.15,48.48,47.58,47.7,47.7,499878
2017-03-23,47.67,48.2,47.54,47.97,47.97,421027
2017-03-26,48.12,48.28,47.08,47.73,47.73,466176
2017-03-27,47.89,48.74,47.8,48.37,48.37,502377
2017-03-28,48.47,49.63,48.38,49.51,49.51,548615
2017-03-29,49.6,50.47,49.27,50.35,50.35,580668
2017-03-30,50.32,50.85,49.9,50.6,50.6,527607
2017-04-02,50.69,50.83,50.12,50.24,50.24,440724
2017-04-03,50.24,51.3,49.88,51.03,51.03,532054
2017-04-04,51.18,51.88,50.74,51.15,51.15,651398
2017-04-05,50.8,51.82,50.77,51.7,51.7,473019
2017-04-06,51.7,52.94,51.49,52.24,52.24,796437
2017-04-09,52.31,53.18,52.29,53.08,53.08,565439
2017-04-10,53.13,53.45,52.7,53.4,53.4,598003
2017-04-11,53.4,53.76,52.71,53.11,53.11,629805
2017-04-12,52.85,53.39,52.82,53.18,53.18,480835
2017-04-16,52.97,53.21,52.55,52.65,52.65,326340
2017-04-17,52.75,52.85,52.1,52.41,52.41,202043
2017-04-18,52.36,52.65,50.09,50.44,50.44,133173
2017-04-19,50.63,50.97,50.18,50.27,50.27,606263
2017-04-20,50.71,50.93,49.2,49.62,49.62,687474
2017-04-23,49.68,50.22,49.03,49.23,49.23,517897
2017-04-24,49.22,49.83,48.87,49.56,49.56,587240
2017-04-25,49.36,50.2,48.94,49.62,49.62,655717
2017-04-26,49.22,49.43,48.2,48.97,48.97,771189
2017-04-27,49.27,49.76,48.8,49.33,49.33,633992
2017-04-30,49.17,49.32,48.59,48.84,48.84,364386
2017-05-01,48.78,49.28,47.35,47.66,47.66,702375
2017-05-02,48.12,48.23,47.3,47.82,47.82,691319
2017-05-03,47.6,47.75,45.29,45.52,45.52,943959
2017-05-04,45.51,46.68,43.76,46.22,46.22,1021610
2017-05-07,46.35,46.98,45.73,46.43,46.43,785055
2017-05-08,46.49,46.78,45.53,45.88,45.88,701944
2017-05-09,46.18,47.78,46.01,47.33,47.33,819796
2017-05-10,47.39,48.22,47.34,47.83,47.83,661783
2017-05-11,47.81,48.07,47.35,47.84,47.84,537490
2017-05-14,47.85,49.66,47.75,48.85,48.85,687153
2017-05-15,48.82,49.38,48.17,48.66,48.66,589212
2017-05-16,48.23,49.5,48.03,49.07,49.07,650107
2017-05-17,48.93,49.6,48.05,49.35,49.35,242754
2017-05-18,49.28,50.53,49.28,50.33,50.33,146452
2017-05-21,50.6,51.06,50.44,50.73,50.73,564310
2017-05-22,51.04,51.79,50.57,51.47,51.47,584139
2017-05-23,51.44,51.88,51.03,51.36,51.36,736341
2017-05-24,51.25,52,48.45,48.9,48.9,1147389
2017-05-25,48.75,49.94,48.18,49.8,49.8,763920
2017-05-29,49.93,50.28,49.03,49.66,49.66,663486
2017-05-30,49.65,49.71,47.73,48.32,48.32,779144
2017-05-31,48.63,49.17,47.9,48.36,48.36,774478
2017-06-01,48.04,48.19,46.74,47.66,47.66,802662
2017-06-04,47.71,48.42,46.86,47.4,47.4,710199
2017-06-05,47.4,48.4,46.94,48.19,48.19,825056
2017-06-06,47.98,48.23,45.65,45.72,45.72,1182327
2017-06-07,45.85,46.18,45.2,45.64,45.64,927695
2017-06-08,45.71,46.18,45.27,45.83,45.83,735933
2017-06-11,45.8,46.71,45.66,46.08,46.08,666765
2017-06-12,46.01,46.57,45.56,46.46,46.46,783320
2017-06-13,45.94,46.49,44.54,44.73,44.73,924408
2017-06-14,44.69,44.81,44.22,44.46,44.46,500938
2017-06-15,44.25,44.94,44.24,44.74,44.74,191824
2017-06-18,44.68,45.06,44.05,44.2,44.2,123943
2017-06-19,44.11,44.4,42.75,43.23,43.23,894104
2017-06-20,43.38,44.2,42.05,42.53,42.53,1071747
2017-06-21,42.55,43.32,42.26,42.74,42.74,668830
2017-06-22,42.8,43.2,42.53,43.01,43.01,690906
2017-06-25,43.16,43.65,42.63,43.38,43.38,661354
2017-06-26,43.49,44.44,43.32,44.24,44.24,759115
2017-06-27,43.7,44.9,43.67,44.74,44.74,753375
2017-06-28,44.89,45.45,44.65,44.93,44.93,768946
2017-06-29,44.89,46.35,44.88,46.04,46.04,677408
2017-07-03,46.28,47.1,45.92,47.07,47.07,517621
2017-07-04,47.04,47.32,44.51,45.13,45.13,1173581
2017-07-05,45.65,46.53,45.18,45.52,45.52,969676
2017-07-06,45.35,45.42,43.78,44.23,44.23,975914
2017-07-09,44.35,44.84,43.65,44.4,44.4,848570
2017-07-10,44.58,45.81,43.83,45.04,45.04,1010691
2017-07-11,45.74,46.48,45.11,45.49,45.49,963505
2017-07-12,45.44,46.28,44.99,46.08,46.08,748971
2017-07-13,46.08,46.74,45.8,46.54,46.54,742895
2017-07-16,46.68,46.88,45.89,46.02,46.02,560633
2017-07-17,45.99,46.92,45.81,46.4,46.4,208420
2017-07-18,46.25,47.26,46.14,47.12,47.12,140677
2017-07-19,47.09,47.55,46.66,46.79,46.79,720621
2017-07-20,46.91,47.21,45.54,45.77,45.77,769438
2017-07-23,45.62,46.53,45.4,46.34,46.34,707910
2017-07-24,46.46,48.66,46.38,47.89,47.89,885700
2017-07-25,48.51,48.87,47.86,48.75,48.75,887864
2017-07-26,48.7,49.24,48.25,49.04,49.04,880757
2017-07-27,49.17,49.81,48.86,49.71,49.71,771225
2017-07-30,49.85,50.41,49.18,50.17,50.17,781539
2017-07-31,50.21,50.43,48.37,49.16,49.16,1008583
2017-08-01,48.8,49.65,48.55,49.59,49.59,847722
2017-08-02,49.59,49.96,48.78,49.03,49.03,837763
2017-08-03,48.95,49.64,48.5,49.58,49.58,745664
2017-08-06,49.59,49.73,48.54,49.39,49.39,831374
2017-08-07,49.31,49.79,48.86,49.17,49.17,924240
2017-08-08,49,49.72,48.9,49.56,49.56,858250
2017-08-09,49.68,50.22,48.35,48.59,48.59,1135440
2017-08-10,48.52,48.98,47.98,48.82,48.82,804237
2017-08-13,48.79,49.16,47.43,47.59,47.59,763241
2017-08-14,47.49,47.9,47.02,47.55,47.55,770358
2017-08-15,47.72,47.99,46.67,46.78,46.78,815544
2017-08-16,46.8,47.19,46.46,47.09,47.09,608314
2017-08-17,46.93,48.74,46.78,48.51,48.51,253069
2017-08-20,48.72,48.75,47.03,47.37,47.37,129192
2017-08-21,47.45,48.03,47.2,47.64,47.64,864387
2017-08-22,47.64,48.5,47.53,48.41,48.41,701693
2017-08-23,48.36,48.43,47.06,47.43,47.43,831358
2017-08-24,47.62,47.91,47.39,47.87,47.87,646518
2017-08-27,47.89,48.2,46.15,46.57,46.57,921285
2017-08-28,46.86,46.96,45.76,46.44,46.44,895643
2017-08-29,46.31,46.72,45.84,45.96,45.96,895643
2017-08-30,45.95,47.47,45.58,47.23,47.23,882983
2017-08-31,47.08,47.35,46.56,47.29,47.29,915708
2017-09-04,47.28,48.98,47.15,48.66,48.66,742808
2017-09-05,48.59,49.42,48.52,49.16,49.16,788963
2017-09-06,49.14,49.33,48.63,49.09,49.09,702514
2017-09-07,49.09,49.26,47.27,47.48,47.48,843760
2017-09-10,47.58,48.27,47,48.07,48.07,774468
2017-09-11,48.12,48.44,47.73,48.23,48.23,676040
2017-09-12,48.34,49.4,48.12,49.3,49.3,706925
2017-09-13,49.31,50.5,49.15,49.89,49.89,709035
2017-09-14,49.72,50.13,49.41,49.89,49.89,433597
2017-09-17,49.85,50.33,49.19,49.91,49.91,189605
2017-09-18,49.91,50.42,49.33,49.48,49.48,143379
2017-09-19,49.84,50.65,49.75,50.41,50.41,754413
2017-09-20,50.72,50.81,50.07,50.55,50.55,580569
2017-09-21,50.73,50.78,50.29,50.66,50.66,473795
2017-09-24,50.68,52.28,50.39,52.22,52.22,701244
2017-09-25,52.12,52.43,51.43,51.88,51.88,709515
2017-09-26,52.09,52.34,51.63,52.14,52.14,637035
2017-09-27,52.05,52.86,51.22,51.56,51.56,801816
2017-09-28,51.58,51.77,51.25,51.67,51.67,551982
2017-10-01,51.64,51.71,50.07,50.58,50.58,600933
2017-10-02,50.59,50.73,50.14,50.42,50.42,462735
2017-10-03,50.16,50.67,49.76,49.98,49.98,598836
2017-10-04,49.88,51.22,49.85,50.79,50.79,654385
2017-10-05,50.75,50.82,49.1,49.29,49.29,743114
2017-10-08,49.25,49.79,49.13,49.58,49.58,505079
2017-10-09,49.55,51.06,49.54,50.92,50.92,664839
2017-10-10,50.94,51.42,50.61,51.3,51.3,651948
2017-10-11,51,51.13,50.15,50.6,50.6,729273
2017-10-12,50.73,51.72,50.7,51.45,51.45,667497
2017-10-15,51.43,52.37,51.35,51.87,51.87,520725
2017-10-16,51.93,52.25,51.21,51.88,51.88,471612
2017-10-17,51.94,52.33,51.69,52.04,52.04,152620
2017-10-18,52.05,52.17,51.07,51.29,51.29,127413
2017-10-19,51.42,51.73,50.7,51.47,51.47,674142
2017-10-22,52.07,52.3,51.68,51.9,51.9,583563
2017-10-23,51.89,52.62,51.55,52.47,52.47,709553
2017-10-24,52.56,52.57,51.89,52.18,52.18,681739
2017-10-25,52.19,52.86,51.91,52.64,52.64,594647
2017-10-26,52.8,54.2,52.25,53.9,53.9,730915
2017-10-29,54.16,54.46,53.75,54.15,54.15,565043
2017-10-30,54.08,54.85,53.93,54.38,54.38,497295
2017-10-31,54.65,55.22,53.89,54.3,54.3,671038
2017-11-01,54.28,54.84,53.99,54.54,54.54,482846
2017-11-02,54.73,55.76,54.4,55.64,55.64,614159
2017-11-06,55.97,57.61,55.66,57.35,57.35,861713
2017-11-07,57.27,57.69,56.83,57.2,57.2,750187
2017-11-08,56.96,57.92,56.41,56.81,56.81,919147
2017-11-09,56.85,57.53,56.69,57.17,57.17,666949
2017-11-10,57.02,57.35,56.55,56.74,56.74,541296
2017-11-13,56.9,57.15,56.3,56.76,56.76,631619
2017-11-14,56.72,56.77,54.81,55.7,55.7,707338
2017-11-15,55.06,55.56,54.88,55.33,55.33,501385
2017-11-16,55.3,55.62,54.93,55.14,55.14,213923
2017-11-17,55.25,56.68,55.18,56.55,56.55,184944
2017-11-20,56.69,56.76,55.57,56.09,56.09,593241
2017-11-21,56.38,57.22,56.32,56.83,56.83,619066
2017-11-22,57.12,58.15,57.03,58.02,58.02,837411
2017-11-24,58.05,59.05,57.75,58.95,58.95,577826
2017-11-27,58.95,58.99,57.55,58.11,58.11,690078
2017-11-28,57.86,58.11,57.42,57.99,57.99,546526
2017-11-29,57.73,58.3,56.75,57.3,57.3,741564
2017-11-30,57.41,57.98,56.82,57.4,57.4,735128
2017-12-01,57.42,58.88,57.29,58.36,58.36,685215
2017-12-04,58.32,58.34,57.35,57.47,57.47,529965
2017-12-05,57.48,57.92,57.08,57.62,57.62,499245
2017-12-06,57.45,57.57,55.87,55.96,55.96,678992
2017-12-07,56,56.78,55.82,56.69,56.69,557325
2017-12-08,56.65,57.79,56.54,57.36,57.36,681599
2017-12-11,57.25,58.08,56.91,57.99,57.99,606724
2017-12-12,58.02,58.56,56.85,57.14,57.14,826488
2017-12-13,57.45,57.83,56.55,56.6,56.6,658143
2017-12-14,56.7,57.22,56.09,57.04,57.04,580571
2017-12-15,57.15,57.49,56.94,57.3,57.3,210054
2017-12-18,57.37,57.78,56.82,57.16,57.16,137151
2017-12-19,57.3,57.64,57.16,57.46,57.46,420784
2017-12-20,57.66,58.12,57.44,58.09,58.09,420844
2017-12-21,58.02,58.38,57.63,58.36,58.36,405320
2017-12-22,58.21,58.5,57.87,58.47,58.47,324554
2017-12-26,58.4,60.01,58.32,59.97,59.97,437785
2017-12-27,59.79,59.93,59.33,59.64,59.64,402396
2017-12-28,59.53,59.94,59.44,59.84,59.84,345962
2017-12-29,59.91,60.51,59.82,60.42,60.42,464478
2018-01-02,60.2,60.74,60.1,60.37,60.37,510313
2018-01-03,60.39,61.97,60.28,61.63,61.63,673859
2018-01-04,61.96,62.21,61.59,62.01,62.01,654363
2018-01-05,61.9,62.04,61.09,61.44,61.44,563036
2018-01-08,61.61,61.97,61.34,61.73,61.73,616474
2018-01-09,61.92,63.48,61.8,62.96,62.96,844720
2018-01-10,63.41,63.67,63.09,63.57,63.57,697844
2018-01-11,63.5,64.77,63.43,63.8,63.8,876642
2018-01-12,63.57,64.5,63.06,64.3,64.3,678727
2018-01-16,64.43,64.89,63.39,63.73,63.73,867771
2018-01-17,63.89,64.17,63.31,63.97,63.97,444384
2018-01-18,64.07,64.35,63.47,63.95,63.95,204504
2018-01-19,63.74,63.77,62.85,63.37,63.37,142711
2018-01-22,63.61,64.14,63.17,63.49,63.49,625662
2018-01-23,63.88,64.88,63.7,64.47,64.47,662456
2018-01-24,64.42,66.05,64.34,65.61,65.61,887018
2018-01-25,65.88,66.66,65.08,65.51,65.51,771758
2018-01-26,65.25,66.35,64.91,66.14,66.14,678186
2018-01-29,66.18,66.46,64.98,65.56,65.56,656168
2018-01-30,65.53,65.56,63.89,64.5,64.5,688380
2018-01-31,64.03,64.94,63.67,64.73,64.73,613258
2018-02-01,64.76,66.25,64.63,65.8,65.8,685750
2018-02-02,65.99,66.3,64.47,65.45,65.45,857572
2018-02-05,65.1,65.4,63.42,64.15,64.15,891063
2018-02-06,63.43,64.29,63.12,63.39,63.39,797814
2018-02-07,63.92,64.18,61.25,61.79,61.79,1029408
2018-02-08,61.7,62.09,60.27,61.15,61.15,929578
2018-02-09,60.43,60.77,58.07,59.2,59.2,933307
2018-02-12,59.12,60.83,59.1,59.29,59.29,736917
2018-02-13,59.35,59.73,58.39,59.19,59.19,580600
2018-02-14,58.98,60.9,58.2,60.6,60.6,650324
2018-02-15,60.71,61.64,59.72,61.34,61.34,340401
2018-02-16,61.45,61.99,60.88,61.68,61.68,181179
2018-02-20,61.63,62.74,61.58,61.9,61.9,794481
2018-02-21,61.63,61.86,60.92,61.68,61.68,466924
2018-02-22,61.34,63.09,60.75,62.77,62.77,592603
2018-02-23,62.6,63.73,62.33,63.55,63.55,460597
2018-02-26,63.6,64.24,63.06,63.91,63.91,469853
2018-02-27,64.06,64.08,62.64,63.01,63.01,562670
2018-02-28,62.79,63.44,61.36,61.64,61.64,768409
2018-03-01,61.55,61.83,60.18,60.99,60.99,812505
2018-03-02,61.34,61.6,60.13,61.25,61.25,613514
2018-03-05,61.55,62.79,61.1,62.57,62.57,599266
2018-03-06,62.58,63.28,62.17,62.6,62.6,634953
2018-03-07,62.3,62.58,60.58,61.15,61.15,879119
2018-03-08,61.33,61.4,59.95,60.12,60.12,720510
2018-03-09,60.27,62.18,60.14,62.04,62.04,659722
2018-03-11,62.1,62.33,60.67,61.36,61.36,537990
2018-03-12,61.37,61.97,60.27,60.71,60.71,747738
2018-03-13,60.87,61.33,60.11,60.96,60.96,665017
2018-03-14,60.95,61.54,60.82,61.19,61.19,430201
2018-03-15,61.19,62.54,61.08,62.34,62.34,202493
2018-03-18,62.23,62.35,61.36,62.06,62.06,115962
2018-03-19,62.1,63.81,62.08,63.4,63.4,717709
2018-03-20,63.72,65.55,63.58,65.17,65.17,763768
2018-03-21,65.5,65.74,64.14,64.3,64.3,689172
2018-03-22,64.28,66,64.11,65.88,65.88,752994
2018-03-25,65.9,66.55,65.08,65.55,65.55,585899
2018-03-26,65.53,66.41,64.53,65.25,65.25,670811
2018-03-27,64.7,65.13,63.72,64.38,64.38,697678
2018-03-28,64.69,65.26,64.16,64.94,64.94,562819
2018-04-01,64.91,65.42,62.8,63.01,63.01,582742
2018-04-02,62.89,63.86,62.86,63.51,63.51,527289
2018-04-03,63.59,63.64,62.06,63.37,63.37,760596
2018-04-04,63.6,64.12,63.07,63.54,63.54,588597
2018-04-05,63.7,63.79,61.81,62.06,62.06,753262
2018-04-08,62,63.61,61.93,63.42,63.42,655831
2018-04-09,63.3,65.86,63.2,65.51,65.51,840280
2018-04-10,65.59,67.45,65.15,66.82,66.82,963017
2018-04-11,66.75,67.33,66,67.07,67.07,687468
2018-04-12,67.18,67.76,66.7,67.39,67.39,624203
2018-04-15,67.24,67.74,66.13,66.22,66.22,560076
2018-04-16,66.42,66.75,65.56,66.52,66.52,486076
2018-04-17,66.68,68.91,66.56,68.47,68.47,221664
2018-04-18,68.75,69.56,67.98,68.29,68.29,125993
2018-04-19,68.26,68.62,67.5,68.38,68.38,724906
2018-04-22,68.22,69.03,67.14,68.64,68.64,740941
2018-04-23,68.95,69.38,67.54,67.7,67.7,832296
2018-04-24,67.75,68.18,67.11,68.05,68.05,764049
2018-04-25,68.03,68.78,67.71,68.19,68.19,660549
2018-04-26,68.21,68.36,67.64,68.1,68.1,542549
2018-04-29,68.15,69.34,67.17,68.57,68.57,755186
2018-04-30,68.56,68.9,66.85,67.25,67.25,694771
2018-05-01,67.49,68.14,66.92,67.93,67.93,789367
2018-05-02,67.68,68.6,67.21,68.43,68.43,691219
2018-05-03,68.5,69.97,68.12,69.72,69.72,690876
2018-05-06,69.85,70.84,69.51,70.73,70.73,758916
2018-05-07,70.03,70.4,67.63,69.06,69.06,1253566
2018-05-08,70.05,71.36,69.85,71.14,71.14,863386
2018-05-09,71.23,71.89,70.56,71.36,71.36,749808
2018-05-10,71.45,71.63,70.45,70.7,70.7,634145
2018-05-13,70.54,71.26,70.26,70.96,70.96,592826
2018-05-14,71.15,71.92,70.42,71.31,71.31,815289
2018-05-15,71.02,71.59,70.66,71.49,71.49,574279
2018-05-16,71.56,72.3,71.09,71.49,71.49,562639
2018-05-17,71.6,71.75,70.99,71.28,71.28,211785
2018-05-20,71.47,72.59,71.25,72.24,72.24,119892
2018-05-21,72.53,72.83,71.9,72.13,72.13,723458
2018-05-22,72.11,72.26,71.19,71.84,71.84,702791
2018-05-23,71.83,72,70.52,70.71,70.71,640725
2018-05-24,70.65,70.8,67.42,67.88,67.88,955354
2018-05-28,66.49,67.35,65.92,66.73,66.73,1059750
2018-05-29,66.85,68.67,66.35,68.21,68.21,726886
2018-05-30,68.24,68.3,66.56,67.04,67.04,917563
2018-05-31,67.07,67.34,65.51,65.81,65.81,781103
2018-06-03,65.71,66.04,64.57,64.75,64.75,696050
2018-06-04,64.94,65.57,64.22,65.52,65.52,714674
2018-06-05,65.51,65.96,64.27,64.73,64.73,708829
2018-06-06,65.07,66.07,64.81,65.95,65.95,675041
2018-06-07,65.98,66.24,65.15,65.74,65.74,571224
2018-06-10,65.56,66.35,64.85,66.1,66.1,558281
2018-06-11,66.05,66.7,65.87,66.36,66.36,524411
2018-06-12,66.01,66.89,65.52,66.64,66.64,626398
2018-06-13,66.62,67.16,66.36,66.89,66.89,460168
2018-06-14,66.62,67.16,64.29,65.06,65.06,512591
2018-06-17,64.4,65.98,63.59,65.85,65.85,218933
2018-06-18,65.82,65.9,64.39,65.07,65.07,122646
2018-06-19,65.11,66.53,65.01,66.22,66.22,801625
2018-06-20,65.34,66.22,64.34,65.54,65.54,760719
2018-06-21,65.93,69.38,65.71,68.58,68.58,1136232
2018-06-24,68.75,69.44,67.78,68.08,68.08,816207
2018-06-25,68.21,70.91,67.72,70.53,70.53,848537
2018-06-26,70.68,73.06,70.56,72.76,72.76,775155
2018-06-27,72.27,74.03,72.2,73.45,73.45,717347
2018-06-28,73.33,74.46,72.93,74.15,74.15,602399
2018-07-01,73.62,74.35,72.51,73.94,73.94,652167
2018-07-03,74.08,75.27,72.73,74.14,74.14,667235
2018-07-04,74.35,74.8,72.53,72.94,72.94,841632
2018-07-05,73.16,74.01,72.14,73.8,73.8,611419
2018-07-08,73.87,74.28,72.99,73.85,73.85,533003
2018-07-09,74.04,74.7,73.65,74.11,74.11,586829
2018-07-10,74.2,74.26,70.02,70.38,70.38,861726
2018-07-11,70.6,71.24,69.23,70.33,70.33,707887
2018-07-12,70.38,71.66,69.84,71.01,71.01,530277
2018-07-15,70.52,70.87,67.58,68.06,68.06,530480
2018-07-16,68.03,68.44,67.03,68.08,68.08,440727
2018-07-17,67.61,69.06,67.04,68.76,68.76,187313
2018-07-18,69,70.17,67.8,69.46,69.46,103220
2018-07-19,69.39,71.1,69.37,70.46,70.46,500967
2018-07-22,68.17,69.31,67.6,67.89,67.89,555915
2018-07-23,67.8,69.05,67.56,68.52,68.52,524591
2018-07-24,68.77,69.7,68.2,69.3,69.3,622913
2018-07-25,69.38,69.92,68.92,69.61,69.61,489059
2018-07-26,69.58,69.77,68.26,68.69,68.69,460450
2018-07-29,69.01,70.43,68.8,70.13,70.13,463011
2018-07-30,70.05,70.22,67.98,68.76,68.76,519070
2018-07-31,68.43,68.52,67.31,67.66,67.66,576561
2018-08-01,67.86,69.36,66.92,68.96,68.96,531071
2018-08-02,68.99,69.24,67.87,68.49,68.49,476615
2018-08-05,68.65,69.92,68.5,69.01,69.01,495605
2018-08-06,68.9,69.83,68.81,69.17,69.17,485027
2018-08-07,69.09,69.37,66.32,66.94,66.94,760313
2018-08-08,66.79,67.41,66.49,66.81,66.81,509401
2018-08-09,66.74,67.87,66.14,67.63,67.63,524490
2018-08-12,67.78,67.95,65.71,67.2,67.2,578219
2018-08-13,67.42,68.37,66.58,67.04,67.04,538484
2018-08-14,66.62,66.9,64.51,65.01,65.01,573473
2018-08-15,64.95,65.52,64.43,65.46,65.46,383380
2018-08-16,65.47,66.39,65.3,65.91,65.91,171403
2018-08-19,65.91,66.68,65.59,66.43,66.43,112709
2018-08-20,66.62,68.1,66.52,67.35,67.35,437164
2018-08-21,66.08,68.15,65.98,67.86,67.86,581899
2018-08-22,68.07,68.12,67.32,67.83,67.83,450690
2018-08-23,67.9,69.31,67.78,68.72,68.72,517796
2018-08-26,68.57,68.97,68.34,68.87,68.87,332612
2018-08-27,68.93,69.2,68.21,68.53,68.53,426833
2018-08-28,68.54,69.76,68.37,69.51,69.51,497095
2018-08-29,69.71,70.5,69.55,70.25,70.25,445584
2018-08-30,70.06,70.36,69.64,69.8,69.8,419739
2018-09-03,70.12,71.4,69.08,69.87,69.87,785981
2018-09-04,69.43,69.59,68.56,68.72,68.72,542104
2018-09-05,68.64,69.02,67,67.77,67.77,633824
2018-09-06,67.88,68.08,66.86,67.75,67.75,530895
2018-09-09,67.82,68.52,67.33,67.54,67.54,571174
2018-09-10,67.53,70.01,67.48,69.25,69.25,676869
2018-09-11,69.89,71.26,69.5,70.37,70.37,800543
2018-09-12,70.24,70.28,68.35,68.59,68.59,684937
2018-09-13,68.79,69.91,67.94,68.99,68.99,611075
2018-09-16,68.93,69.72,68.53,68.91,68.91,422294
2018-09-17,68.8,70.42,68.53,69.85,69.85,234202
2018-09-18,69.71,71.5,69.65,71.12,71.12,125208
2018-09-19,71.39,71.81,70.73,70.8,70.8,607520
2018-09-20,70.2,71.8,69.98,70.78,70.78,855943
2018-09-23,71.14,72.74,71.14,72.08,72.08,576894
2018-09-24,72.25,72.78,71.89,72.28,72.28,551280
2018-09-25,72.09,72.38,71.47,71.57,71.57,464463
2018-09-26,72.01,72.6,71.71,72.12,72.12,454549
2018-09-27,72.18,73.73,71.88,73.25,73.25,544047
2018-09-30,73.29,75.77,72.95,75.3,75.3,601451
2018-10-01,75.42,75.91,74.93,75.23,75.23,463615
2018-10-02,75.12,76.9,74.3,76.41,76.41,698817
2018-10-03,76.18,76.47,73.88,74.33,74.33,687949
2018-10-04,74.67,75.22,73.84,74.34,74.34,613218
2018-10-07,74.4,74.58,73.07,74.29,74.29,554938
2018-10-08,74.21,75.28,74,74.96,74.96,623537
2018-10-09,74.66,75.08,72.38,73.17,73.17,652737
2018-10-10,72.68,72.76,70.51,70.97,70.97,783962
2018-10-11,70.99,72.01,70.64,71.34,71.34,626668
2018-10-14,71.85,72.7,70.85,71.78,71.78,568610
2018-10-15,71.72,72.29,71.02,71.92,71.92,535003
2018-10-16,72.17,72.43,69.43,69.75,69.75,651584
2018-10-17,70.03,70.03,68.47,68.65,68.65,215337
2018-10-18,68.68,69.77,68.56,69.12,69.12,108311
2018-10-21,69.41,69.65,68.27,69.17,69.17,513770
2018-10-22,69.55,69.66,65.74,66.43,66.43,853265
2018-10-23,66.17,67.72,66.05,66.82,66.82,775963
2018-10-24,66.36,67.65,65.99,67.33,67.33,573096
2018-10-25,66.95,67.88,66.2,67.59,67.59,595211
2018-10-28,67.55,67.95,66.29,67.04,67.04,477487
2018-10-29,66.68,67.26,65.33,66.18,66.18,680441
2018-10-30,66.32,67,64.81,65.31,65.31,666487
2018-10-31,64.88,65.39,63.11,63.69,63.69,790286
2018-11-01,63.5,63.95,62.63,63.14,63.14,708906
